customer_id,email,first_name,last_name,registration_date,birth_year,gender,country,city,customer_segment,marketing_opt_in,preferred_category
CUST-00024,james.smith24@email.com,James,Smith,2024-01-25,1984,F,US,New York,Regular,TRUE,Electronics
CUST-00025,anna.johnson25@email.com,Anna,Johnson,2020-02-26,1985,M,CA,Toronto,Regular,TRUE,Clothing
CUST-00026,william.williams26@email.com,William,Williams,2021-03-27,1986,F,UK,London,Regular,TRUE,Home & Garden
CUST-00027,laura.brown27@email.com,Laura,Brown,2022-04-28,1987,M,DE,Berlin,Premium,FALSE,Sports
CUST-00028,christopher.jones28@email.com,Christopher,Jones,2023-05-01,1988,F,FR,Paris,Premium,TRUE,Books
CUST-00029,jessica.garcia29@email.com,Jessica,Garcia,2024-06-02,1989,M,AU,Sydney,VIP,TRUE,Beauty
CUST-00030,daniel.miller30@email.com,Daniel,Miller,2020-07-03,1990,F,US,Chicago,Regular,TRUE,Automotive
CUST-00031,ashley.davis31@email.com,Ashley,Davis,2021-08-04,1991,M,CA,Vancouver,Regular,FALSE,Toys
CUST-00032,john.rodriguez32@email.com,John,Rodriguez,2022-09-05,1992,F,UK,Manchester,Regular,TRUE,Electronics
CUST-00033,jane.martinez33@email.com,Jane,Martinez,2023-10-06,1993,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-00034,michael.hernandez34@email.com,Michael,Hernandez,2024-11-07,1994,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-00035,sarah.lopez35@email.com,Sarah,Lopez,2020-12-08,1995,M,AU,Melbourne,Regular,FALSE,Sports
CUST-00036,david.smith36@email.com,David,Smith,2021-01-09,1996,F,US,New York,Regular,TRUE,Books
CUST-00037,lisa.johnson37@email.com,Lisa,Johnson,2022-02-10,1997,M,CA,Toronto,Premium,TRUE,Beauty
CUST-00038,robert.williams38@email.com,Robert,Williams,2023-03-11,1998,F,UK,London,Premium,TRUE,Automotive
CUST-00039,emma.brown39@email.com,Emma,Brown,2024-04-12,1999,M,DE,Berlin,VIP,FALSE,Toys
CUST-00040,james.jones40@email.com,James,Jones,2020-05-13,1960,F,FR,Paris,Regular,TRUE,Electronics
CUST-00041,anna.garcia41@email.com,Anna,Garcia,2021-06-14,1961,M,AU,Sydney,Regular,TRUE,Clothing
CUST-00042,william.miller42@email.com,William,Miller,2022-07-15,1962,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-00043,laura.davis43@email.com,Laura,Davis,2023-08-16,1963,M,CA,Vancouver,Regular,FALSE,Sports
CUST-00044,christopher.rodriguez44@email.com,Christopher,Rodriguez,2024-09-17,1964,F,UK,Manchester,Regular,TRUE,Books
CUST-00045,jessica.martinez45@email.com,Jessica,Martinez,2020-10-18,1965,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-00046,daniel.hernandez46@email.com,Daniel,Hernandez,2021-11-19,1966,F,FR,Lyon,Regular,TRUE,Automotive
CUST-00047,ashley.lopez47@email.com,Ashley,Lopez,2022-12-20,1967,M,AU,Melbourne,Premium,FALSE,Toys
CUST-00048,john.smith48@email.com,John,Smith,2023-01-21,1968,F,US,New York,Premium,TRUE,Electronics
CUST-00049,jane.johnson49@email.com,Jane,Johnson,2024-02-22,1969,M,CA,Toronto,VIP,TRUE,Clothing
CUST-00050,michael.williams50@email.com,Michael,Williams,2020-03-23,1970,F,UK,London,Regular,TRUE,Home & Garden
CUST-00051,sarah.brown51@email.com,Sarah,Brown,2021-04-24,1971,M,DE,Berlin,Regular,FALSE,Sports
CUST-00052,david.jones52@email.com,David,Jones,2022-05-25,1972,F,FR,Paris,Regular,TRUE,Books
CUST-00053,lisa.garcia53@email.com,Lisa,Garcia,2023-06-26,1973,M,AU,Sydney,Regular,TRUE,Beauty
CUST-00054,robert.miller54@email.com,Robert,Miller,2024-07-27,1974,F,US,Chicago,Regular,TRUE,Automotive
CUST-00055,emma.davis55@email.com,Emma,Davis,2020-08-28,1975,M,CA,Vancouver,Regular,FALSE,Toys
CUST-00056,james.rodriguez56@email.com,James,Rodriguez,2021-09-01,1976,F,UK,Manchester,Regular,TRUE,Electronics
CUST-00057,anna.martinez57@email.com,Anna,Martinez,2022-10-02,1977,M,DE,Hamburg,Premium,TRUE,Clothing
CUST-00058,william.hernandez58@email.com,William,Hernandez,2023-11-03,1978,F,FR,Lyon,Premium,TRUE,Home & Garden
CUST-00059,laura.lopez59@email.com,Laura,Lopez,2024-12-04,1979,M,AU,Melbourne,VIP,FALSE,Sports
CUST-00060,christopher.smith60@email.com,Christopher,Smith,2020-01-05,1980,F,US,New York,Regular,TRUE,Books
CUST-00061,jessica.johnson61@email.com,Jessica,Johnson,2021-02-06,1981,M,CA,Toronto,Regular,TRUE,Beauty
CUST-00062,daniel.williams62@email.com,Daniel,Williams,2022-03-07,1982,F,UK,London,Regular,TRUE,Automotive
CUST-00063,ashley.brown63@email.com,Ashley,Brown,2023-04-08,1983,M,DE,Berlin,Regular,FALSE,Toys
CUST-00064,john.jones64@email.com,John,Jones,2024-05-09,1984,F,FR,Paris,Regular,TRUE,Electronics
CUST-00065,jane.garcia65@email.com,Jane,Garcia,2020-06-10,1985,M,AU,Sydney,Regular,TRUE,Clothing
CUST-00066,michael.miller66@email.com,Michael,Miller,2021-07-11,1986,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-00067,sarah.davis67@email.com,Sarah,Davis,2022-08-12,1987,M,CA,Vancouver,Premium,FALSE,Sports
CUST-00068,david.rodriguez68@email.com,David,Rodriguez,2023-09-13,1988,F,UK,Manchester,Premium,TRUE,Books
CUST-00069,lisa.martinez69@email.com,Lisa,Martinez,2024-10-14,1989,M,DE,Hamburg,VIP,TRUE,Beauty
CUST-00070,robert.hernandez70@email.com,Robert,Hernandez,2020-11-15,1990,F,FR,Lyon,Regular,TRUE,Automotive
CUST-00071,emma.lopez71@email.com,Emma,Lopez,2021-12-16,1991,M,AU,Melbourne,Regular,FALSE,Toys
CUST-00072,james.smith72@email.com,James,Smith,2022-01-17,1992,F,US,New York,Regular,TRUE,Electronics
CUST-00073,anna.johnson73@email.com,Anna,Johnson,2023-02-18,1993,M,CA,Toronto,Regular,TRUE,Clothing
CUST-00074,william.williams74@email.com,William,Williams,2024-03-19,1994,F,UK,London,Regular,TRUE,Home & Garden
CUST-00075,laura.brown75@email.com,Laura,Brown,2020-04-20,1995,M,DE,Berlin,Regular,FALSE,Sports
CUST-00076,christopher.jones76@email.com,Christopher,Jones,2021-05-21,1996,F,FR,Paris,Regular,TRUE,Books
CUST-00077,jessica.garcia77@email.com,Jessica,Garcia,2022-06-22,1997,M,AU,Sydney,Premium,TRUE,Beauty
CUST-00078,daniel.miller78@email.com,Daniel,Miller,2023-07-23,1998,F,US,Chicago,Premium,TRUE,Automotive
CUST-00079,ashley.davis79@email.com,Ashley,Davis,2024-08-24,1999,M,CA,Vancouver,VIP,FALSE,Toys
CUST-00080,john.rodriguez80@email.com,John,Rodriguez,2020-09-25,1960,F,UK,Manchester,Regular,TRUE,Electronics
CUST-00081,jane.martinez81@email.com,Jane,Martinez,2021-10-26,1961,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-00082,michael.hernandez82@email.com,Michael,Hernandez,2022-11-27,1962,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-00083,sarah.lopez83@email.com,Sarah,Lopez,2023-12-28,1963,M,AU,Melbourne,Regular,FALSE,Sports
CUST-00084,david.smith84@email.com,David,Smith,2024-01-01,1964,F,US,New York,Regular,TRUE,Books
CUST-00085,lisa.johnson85@email.com,Lisa,Johnson,2020-02-02,1965,M,CA,Toronto,Regular,TRUE,Beauty
CUST-00086,robert.williams86@email.com,Robert,Williams,2021-03-03,1966,F,UK,London,Regular,TRUE,Automotive
CUST-00087,emma.brown87@email.com,Emma,Brown,2022-04-04,1967,M,DE,Berlin,Premium,FALSE,Toys
CUST-00088,james.jones88@email.com,James,Jones,2023-05-05,1968,F,FR,Paris,Premium,TRUE,Electronics
CUST-00089,anna.garcia89@email.com,Anna,Garcia,2024-06-06,1969,M,AU,Sydney,VIP,TRUE,Clothing
CUST-00090,william.miller90@email.com,William,Miller,2020-07-07,1970,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-00091,laura.davis91@email.com,Laura,Davis,2021-08-08,1971,M,CA,Vancouver,Regular,FALSE,Sports
CUST-00092,christopher.rodriguez92@email.com,Christopher,Rodriguez,2022-09-09,1972,F,UK,Manchester,Regular,TRUE,Books
CUST-00093,jessica.martinez93@email.com,Jessica,Martinez,2023-10-10,1973,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-00094,daniel.hernandez94@email.com,Daniel,Hernandez,2024-11-11,1974,F,FR,Lyon,Regular,TRUE,Automotive
CUST-00095,ashley.lopez95@email.com,Ashley,Lopez,2020-12-12,1975,M,AU,Melbourne,Regular,FALSE,Toys
CUST-00096,john.smith96@email.com,John,Smith,2021-01-13,1976,F,US,New York,Regular,TRUE,Electronics
CUST-00097,jane.johnson97@email.com,Jane,Johnson,2022-02-14,1977,M,CA,Toronto,Premium,TRUE,Clothing
CUST-00098,michael.williams98@email.com,Michael,Williams,2023-03-15,1978,F,UK,London,Premium,TRUE,Home & Garden
CUST-00099,sarah.brown99@email.com,Sarah,Brown,2024-04-16,1979,M,DE,Berlin,VIP,FALSE,Sports
CUST-00100,david.jones100@email.com,David,Jones,2020-05-17,1980,F,FR,Paris,Regular,TRUE,Books
CUST-00101,lisa.garcia101@email.com,Lisa,Garcia,2021-06-18,1981,M,AU,Sydney,Regular,TRUE,Beauty
CUST-00102,robert.miller102@email.com,Robert,Miller,2022-07-19,1982,F,US,Chicago,Regular,TRUE,Automotive
CUST-00103,emma.davis103@email.com,Emma,Davis,2023-08-20,1983,M,CA,Vancouver,Regular,FALSE,Toys
CUST-00104,james.rodriguez104@email.com,James,Rodriguez,2024-09-21,1984,F,UK,Manchester,Regular,TRUE,Electronics
CUST-00105,anna.martinez105@email.com,Anna,Martinez,2020-10-22,1985,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-00106,william.hernandez106@email.com,William,Hernandez,2021-11-23,1986,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-00107,laura.lopez107@email.com,Laura,Lopez,2022-12-24,1987,M,AU,Melbourne,Premium,FALSE,Sports
CUST-00108,christopher.smith108@email.com,Christopher,Smith,2023-01-25,1988,F,US,New York,Premium,TRUE,Books
CUST-00109,jessica.johnson109@email.com,Jessica,Johnson,2024-02-26,1989,M,CA,Toronto,VIP,TRUE,Beauty
CUST-00110,daniel.williams110@email.com,Daniel,Williams,2020-03-27,1990,F,UK,London,Regular,TRUE,Automotive
CUST-00111,ashley.brown111@email.com,Ashley,Brown,2021-04-28,1991,M,DE,Berlin,Regular,FALSE,Toys
CUST-00112,john.jones112@email.com,John,Jones,2022-05-01,1992,F,FR,Paris,Regular,TRUE,Electronics
CUST-00113,jane.garcia113@email.com,Jane,Garcia,2023-06-02,1993,M,AU,Sydney,Regular,TRUE,Clothing
CUST-00114,michael.miller114@email.com,Michael,Miller,2024-07-03,1994,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-00115,sarah.davis115@email.com,Sarah,Davis,2020-08-04,1995,M,CA,Vancouver,Regular,FALSE,Sports
CUST-00116,david.rodriguez116@email.com,David,Rodriguez,2021-09-05,1996,F,UK,Manchester,Regular,TRUE,Books
CUST-00117,lisa.martinez117@email.com,Lisa,Martinez,2022-10-06,1997,M,DE,Hamburg,Premium,TRUE,Beauty
CUST-00118,robert.hernandez118@email.com,Robert,Hernandez,2023-11-07,1998,F,FR,Lyon,Premium,TRUE,Automotive
CUST-00119,emma.lopez119@email.com,Emma,Lopez,2024-12-08,1999,M,AU,Melbourne,VIP,FALSE,Toys
CUST-00120,james.smith120@email.com,James,Smith,2020-01-09,1960,F,US,New York,Regular,TRUE,Electronics
CUST-00121,anna.johnson121@email.com,Anna,Johnson,2021-02-10,1961,M,CA,Toronto,Regular,TRUE,Clothing
CUST-00122,william.williams122@email.com,William,Williams,2022-03-11,1962,F,UK,London,Regular,TRUE,Home & Garden
CUST-00123,laura.brown123@email.com,Laura,Brown,2023-04-12,1963,M,DE,Berlin,Regular,FALSE,Sports
CUST-00124,christopher.jones124@email.com,Christopher,Jones,2024-05-13,1964,F,FR,Paris,Regular,TRUE,Books
CUST-00125,jessica.garcia125@email.com,Jessica,Garcia,2020-06-14,1965,M,AU,Sydney,Regular,TRUE,Beauty
CUST-00126,daniel.miller126@email.com,Daniel,Miller,2021-07-15,1966,F,US,Chicago,Regular,TRUE,Automotive
CUST-00127,ashley.davis127@email.com,Ashley,Davis,2022-08-16,1967,M,CA,Vancouver,Premium,FALSE,Toys
CUST-00128,john.rodriguez128@email.com,John,Rodriguez,2023-09-17,1968,F,UK,Manchester,Premium,TRUE,Electronics
CUST-00129,jane.martinez129@email.com,Jane,Martinez,2024-10-18,1969,M,DE,Hamburg,VIP,TRUE,Clothing
CUST-00130,michael.hernandez130@email.com,Michael,Hernandez,2020-11-19,1970,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-00131,sarah.lopez131@email.com,Sarah,Lopez,2021-12-20,1971,M,AU,Melbourne,Regular,FALSE,Sports
CUST-00132,david.smith132@email.com,David,Smith,2022-01-21,1972,F,US,New York,Regular,TRUE,Books
CUST-00133,lisa.johnson133@email.com,Lisa,Johnson,2023-02-22,1973,M,CA,Toronto,Regular,TRUE,Beauty
CUST-00134,robert.williams134@email.com,Robert,Williams,2024-03-23,1974,F,UK,London,Regular,TRUE,Automotive
CUST-00135,emma.brown135@email.com,Emma,Brown,2020-04-24,1975,M,DE,Berlin,Regular,FALSE,Toys
CUST-00136,james.jones136@email.com,James,Jones,2021-05-25,1976,F,FR,Paris,Regular,TRUE,Electronics
CUST-00137,anna.garcia137@email.com,Anna,Garcia,2022-06-26,1977,M,AU,Sydney,Premium,TRUE,Clothing
CUST-00138,william.miller138@email.com,William,Miller,2023-07-27,1978,F,US,Chicago,Premium,TRUE,Home & Garden
CUST-00139,laura.davis139@email.com,Laura,Davis,2024-08-28,1979,M,CA,Vancouver,VIP,FALSE,Sports
CUST-00140,christopher.rodriguez140@email.com,Christopher,Rodriguez,2020-09-01,1980,F,UK,Manchester,Regular,TRUE,Books
CUST-00141,jessica.martinez141@email.com,Jessica,Martinez,2021-10-02,1981,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-00142,daniel.hernandez142@email.com,Daniel,Hernandez,2022-11-03,1982,F,FR,Lyon,Regular,TRUE,Automotive
CUST-00143,ashley.lopez143@email.com,Ashley,Lopez,2023-12-04,1983,M,AU,Melbourne,Regular,FALSE,Toys
CUST-00144,john.smith144@email.com,John,Smith,2024-01-05,1984,F,US,New York,Regular,TRUE,Electronics
CUST-00145,jane.johnson145@email.com,Jane,Johnson,2020-02-06,1985,M,CA,Toronto,Regular,TRUE,Clothing
CUST-00146,michael.williams146@email.com,Michael,Williams,2021-03-07,1986,F,UK,London,Regular,TRUE,Home & Garden
CUST-00147,sarah.brown147@email.com,Sarah,Brown,2022-04-08,1987,M,DE,Berlin,Premium,FALSE,Sports
CUST-00148,david.jones148@email.com,David,Jones,2023-05-09,1988,F,FR,Paris,Premium,TRUE,Books
CUST-00149,lisa.garcia149@email.com,Lisa,Garcia,2024-06-10,1989,M,AU,Sydney,VIP,TRUE,Beauty
CUST-00150,robert.miller150@email.com,Robert,Miller,2020-07-11,1990,F,US,Chicago,Regular,TRUE,Automotive
CUST-00151,emma.davis151@email.com,Emma,Davis,2021-08-12,1991,M,CA,Vancouver,Regular,FALSE,Toys
CUST-00152,james.rodriguez152@email.com,James,Rodriguez,2022-09-13,1992,F,UK,Manchester,Regular,TRUE,Electronics
CUST-00153,anna.martinez153@email.com,Anna,Martinez,2023-10-14,1993,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-00154,william.hernandez154@email.com,William,Hernandez,2024-11-15,1994,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-00155,laura.lopez155@email.com,Laura,Lopez,2020-12-16,1995,M,AU,Melbourne,Regular,FALSE,Sports
CUST-00156,christopher.smith156@email.com,Christopher,Smith,2021-01-17,1996,F,US,New York,Regular,TRUE,Books
CUST-00157,jessica.johnson157@email.com,Jessica,Johnson,2022-02-18,1997,M,CA,Toronto,Premium,TRUE,Beauty
CUST-00158,daniel.williams158@email.com,Daniel,Williams,2023-03-19,1998,F,UK,London,Premium,TRUE,Automotive
CUST-00159,ashley.brown159@email.com,Ashley,Brown,2024-04-20,1999,M,DE,Berlin,VIP,FALSE,Toys
CUST-00160,john.jones160@email.com,John,Jones,2020-05-21,1960,F,FR,Paris,Regular,TRUE,Electronics
CUST-00161,jane.garcia161@email.com,Jane,Garcia,2021-06-22,1961,M,AU,Sydney,Regular,TRUE,Clothing
CUST-00162,michael.miller162@email.com,Michael,Miller,2022-07-23,1962,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-00163,sarah.davis163@email.com,Sarah,Davis,2023-08-24,1963,M,CA,Vancouver,Regular,FALSE,Sports
CUST-00164,david.rodriguez164@email.com,David,Rodriguez,2024-09-25,1964,F,UK,Manchester,Regular,TRUE,Books
CUST-00165,lisa.martinez165@email.com,Lisa,Martinez,2020-10-26,1965,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-00166,robert.hernandez166@email.com,Robert,Hernandez,2021-11-27,1966,F,FR,Lyon,Regular,TRUE,Automotive
CUST-00167,emma.lopez167@email.com,Emma,Lopez,2022-12-28,1967,M,AU,Melbourne,Premium,FALSE,Toys
CUST-00168,james.smith168@email.com,James,Smith,2023-01-01,1968,F,US,New York,Premium,TRUE,Electronics
CUST-00169,anna.johnson169@email.com,Anna,Johnson,2024-02-02,1969,M,CA,Toronto,VIP,TRUE,Clothing
CUST-00170,william.williams170@email.com,William,Williams,2020-03-03,1970,F,UK,London,Regular,TRUE,Home & Garden
CUST-00171,laura.brown171@email.com,Laura,Brown,2021-04-04,1971,M,DE,Berlin,Regular,FALSE,Sports
CUST-00172,christopher.jones172@email.com,Christopher,Jones,2022-05-05,1972,F,FR,Paris,Regular,TRUE,Books
CUST-00173,jessica.garcia173@email.com,Jessica,Garcia,2023-06-06,1973,M,AU,Sydney,Regular,TRUE,Beauty
CUST-00174,daniel.miller174@email.com,Daniel,Miller,2024-07-07,1974,F,US,Chicago,Regular,TRUE,Automotive
CUST-00175,ashley.davis175@email.com,Ashley,Davis,2020-08-08,1975,M,CA,Vancouver,Regular,FALSE,Toys
CUST-00176,john.rodriguez176@email.com,John,Rodriguez,2021-09-09,1976,F,UK,Manchester,Regular,TRUE,Electronics
CUST-00177,jane.martinez177@email.com,Jane,Martinez,2022-10-10,1977,M,DE,Hamburg,Premium,TRUE,Clothing
CUST-00178,michael.hernandez178@email.com,Michael,Hernandez,2023-11-11,1978,F,FR,Lyon,Premium,TRUE,Home & Garden
CUST-00179,sarah.lopez179@email.com,Sarah,Lopez,2024-12-12,1979,M,AU,Melbourne,VIP,FALSE,Sports
CUST-00180,david.smith180@email.com,David,Smith,2020-01-13,1980,F,US,New York,Regular,TRUE,Books
CUST-00181,lisa.johnson181@email.com,Lisa,Johnson,2021-02-14,1981,M,CA,Toronto,Regular,TRUE,Beauty
CUST-00182,robert.williams182@email.com,Robert,Williams,2022-03-15,1982,F,UK,London,Regular,TRUE,Automotive
CUST-00183,emma.brown183@email.com,Emma,Brown,2023-04-16,1983,M,DE,Berlin,Regular,FALSE,Toys
CUST-00184,james.jones184@email.com,James,Jones,2024-05-17,1984,F,FR,Paris,Regular,TRUE,Electronics
CUST-00185,anna.garcia185@email.com,Anna,Garcia,2020-06-18,1985,M,AU,Sydney,Regular,TRUE,Clothing
CUST-00186,william.miller186@email.com,William,Miller,2021-07-19,1986,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-00187,laura.davis187@email.com,Laura,Davis,2022-08-20,1987,M,CA,Vancouver,Premium,FALSE,Sports
CUST-00188,christopher.rodriguez188@email.com,Christopher,Rodriguez,2023-09-21,1988,F,UK,Manchester,Premium,TRUE,Books
CUST-00189,jessica.martinez189@email.com,Jessica,Martinez,2024-10-22,1989,M,DE,Hamburg,VIP,TRUE,Beauty
CUST-00190,daniel.hernandez190@email.com,Daniel,Hernandez,2020-11-23,1990,F,FR,Lyon,Regular,TRUE,Automotive
CUST-00191,ashley.lopez191@email.com,Ashley,Lopez,2021-12-24,1991,M,AU,Melbourne,Regular,FALSE,Toys
CUST-00192,john.smith192@email.com,John,Smith,2022-01-25,1992,F,US,New York,Regular,TRUE,Electronics
CUST-00193,jane.johnson193@email.com,Jane,Johnson,2023-02-26,1993,M,CA,Toronto,Regular,TRUE,Clothing
CUST-00194,michael.williams194@email.com,Michael,Williams,2024-03-27,1994,F,UK,London,Regular,TRUE,Home & Garden
CUST-00195,sarah.brown195@email.com,Sarah,Brown,2020-04-28,1995,M,DE,Berlin,Regular,FALSE,Sports
CUST-00196,david.jones196@email.com,David,Jones,2021-05-01,1996,F,FR,Paris,Regular,TRUE,Books
CUST-00197,lisa.garcia197@email.com,Lisa,Garcia,2022-06-02,1997,M,AU,Sydney,Premium,TRUE,Beauty
CUST-00198,robert.miller198@email.com,Robert,Miller,2023-07-03,1998,F,US,Chicago,Premium,TRUE,Automotive
CUST-00199,emma.davis199@email.com,Emma,Davis,2024-08-04,1999,M,CA,Vancouver,VIP,FALSE,Toys
CUST-00200,james.rodriguez200@email.com,James,Rodriguez,2020-09-05,1960,F,UK,Manchester,Regular,TRUE,Electronics
CUST-00201,anna.martinez201@email.com,Anna,Martinez,2021-10-06,1961,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-00202,william.hernandez202@email.com,William,Hernandez,2022-11-07,1962,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-00203,laura.lopez203@email.com,Laura,Lopez,2023-12-08,1963,M,AU,Melbourne,Regular,FALSE,Sports
CUST-00204,christopher.smith204@email.com,Christopher,Smith,2024-01-09,1964,F,US,New York,Regular,TRUE,Books
CUST-00205,jessica.johnson205@email.com,Jessica,Johnson,2020-02-10,1965,M,CA,Toronto,Regular,TRUE,Beauty
CUST-00206,daniel.williams206@email.com,Daniel,Williams,2021-03-11,1966,F,UK,London,Regular,TRUE,Automotive
CUST-00207,ashley.brown207@email.com,Ashley,Brown,2022-04-12,1967,M,DE,Berlin,Premium,FALSE,Toys
CUST-00208,john.jones208@email.com,John,Jones,2023-05-13,1968,F,FR,Paris,Premium,TRUE,Electronics
CUST-00209,jane.garcia209@email.com,Jane,Garcia,2024-06-14,1969,M,AU,Sydney,VIP,TRUE,Clothing
CUST-00210,michael.miller210@email.com,Michael,Miller,2020-07-15,1970,F,US,Chicago,Regular,TRUE,Home & Garden
CUST-00211,sarah.davis211@email.com,Sarah,Davis,2021-08-16,1971,M,CA,Vancouver,Regular,FALSE,Sports
CUST-00212,david.rodriguez212@email.com,David,Rodriguez,2022-09-17,1972,F,UK,Manchester,Regular,TRUE,Books
CUST-00213,lisa.martinez213@email.com,Lisa,Martinez,2023-10-18,1973,M,DE,Hamburg,Regular,TRUE,Beauty
CUST-00214,robert.hernandez214@email.com,Robert,Hernandez,2024-11-19,1974,F,FR,Lyon,Regular,TRUE,Automotive
CUST-00215,emma.lopez215@email.com,Emma,Lopez,2020-12-20,1975,M,AU,Melbourne,Regular,FALSE,Toys
CUST-00216,james.smith216@email.com,James,Smith,2021-01-21,1976,F,US,New York,Regular,TRUE,Electronics
CUST-00217,anna.johnson217@email.com,Anna,Johnson,2022-02-22,1977,M,CA,Toronto,Premium,TRUE,Clothing
CUST-00218,william.williams218@email.com,William,Williams,2023-03-23,1978,F,UK,London,Premium,TRUE,Home & Garden
CUST-00219,laura.brown219@email.com,Laura,Brown,2024-04-24,1979,M,DE,Berlin,VIP,FALSE,Sports
CUST-00220,christopher.jones220@email.com,Christopher,Jones,2020-05-25,1980,F,FR,Paris,Regular,TRUE,Books
CUST-00221,jessica.garcia221@email.com,Jessica,Garcia,2021-06-26,1981,M,AU,Sydney,Regular,TRUE,Beauty
CUST-00222,daniel.miller222@email.com,Daniel,Miller,2022-07-27,1982,F,US,Chicago,Regular,TRUE,Automotive
CUST-00223,ashley.davis223@email.com,Ashley,Davis,2023-08-28,1983,M,CA,Vancouver,Regular,FALSE,Toys
CUST-00224,john.rodriguez224@email.com,John,Rodriguez,2024-09-01,1984,F,UK,Manchester,Regular,TRUE,Electronics
CUST-00225,jane.martinez225@email.com,Jane,Martinez,2020-10-02,1985,M,DE,Hamburg,Regular,TRUE,Clothing
CUST-00226,michael.hernandez226@email.com,Michael,Hernandez,2021-11-03,1986,F,FR,Lyon,Regular,TRUE,Home & Garden
CUST-00227,sarah.lopez227@email.com,Sarah,Lopez,2022-12-04,1987,M,AU,Melbourne,Premium,FALSE,Sports
CUST-00228,david.smith228@email.com,David,Smith,2023-01-05,1988,F,US,New York,Premium,TRUE,Books
